id,class_room_id,dayoftheWeek,from,to
1802,91,thu,12:00,13:15
1803,90,tue,16:30,19:15
1804,87,tue,13:30,16:15
1805,107,fri,10:30,12:20
1806,116,wed,12:00,13:50
1807,107,mon,15:00,16:50
1808,103,wed,13:30,15:20
1809,116,tue,12:00,13:50
1810,103,tue,15:00,16:50
1811,48,tue,15:00,16:15
1812,48,thu,15:00,16:15
1813,23,tue,10:30,11:45
1814,23,thu,10:30,11:45
1815,23,mon,15:00,16:15
1816,23,wed,16:30,17:45
1817,171,tue,13:30,14:45
1818,171,thu,13:30,14:45
1819,171,tue,12:00,13:15
1820,171,thu,12:00,13:15
1821,172,mon,10:30,11:45
1822,172,wed,12:00,13:15
1823,31,fri,16:30,19:15
1824,171,wed,15:00,16:15
1825,171,fri,15:00,16:15
1826,170,thu,16:30,19:15
1827,170,mon,10:30,11:45
1828,170,wed,12:00,13:15
1829,171,mon,10:30,11:45
1830,171,wed,12:00,13:15
1831,169,fri,15:00,17:45
1832,174,wed,13:30,14:45
1833,174,fri,13:30,14:45
1834,174,tue,10:30,11:45
1835,174,thu,10:30,11:45
1836,174,tue,09:00,10:15
1837,174,thu,09:00,10:15
1838,21,mon,13:30,14:45
1839,21,fri,12:00,13:15
1840,173,wed,15:00,16:15
1841,173,fri,15:00,16:15
1842,173,tue,15:00,16:15
1843,173,thu,15:00,16:15
1844,173,tue,13:30,14:45
1845,173,thu,13:30,14:45
1846,173,tue,16:30,17:45
1847,173,thu,16:30,17:45
1848,174,mon,16:30,17:45
1849,174,fri,16:30,17:45
1850,176,mon,15:00,16:15
1851,176,wed,16:30,17:45
1852,178,wed,16:30,19:15
1853,174,wed,15:00,16:15
1854,174,fri,15:00,16:15
1855,174,tue,15:00,16:15
1856,174,thu,15:00,16:15
1857,177,mon,16:30,19:15
1858,177,tue,10:30,11:45
1859,177,thu,10:30,11:45
1860,177,tue,15:00,16:15
1861,177,thu,15:00,16:15
1862,177,tue,13:30,14:45
1863,177,thu,13:30,14:45
1864,174,tue,16:30,17:45
1865,174,thu,16:30,17:45
1866,177,mon,13:30,14:45
1867,177,fri,12:00,13:15
1868,18,wed,13:30,14:45
1869,18,fri,13:30,14:45
1870,103,tue,13:30,14:45
1871,103,thu,13:30,14:45
1872,93,fri,15:00,17:45
1873,93,wed,15:00,17:45
1874,93,thu,15:00,17:45
1875,2,mon,15:00,17:45
1876,112,wed,15:00,16:15
1877,112,fri,15:00,16:15
1878,112,mon,15:00,16:15
1879,112,wed,16:30,17:45
1880,99,wed,13:30,14:45
1881,99,fri,13:30,14:45
1882,94,tue,10:30,11:45
1883,94,thu,10:30,11:45
1884,94,tue,13:30,14:45
1885,94,thu,13:30,14:45
1886,62,wed,13:30,14:45
1887,62,fri,13:30,14:45
1888,12,tue,15:00,16:15
1889,12,thu,15:00,16:15
1890,2,tue,16:30,17:45
1891,2,thu,16:30,17:45
1892,26,tue,10:30,11:45
1893,26,thu,10:30,11:45
1894,38,wed,15:00,17:45
1895,20,sat,09:00,11:45
1896,74,tue,16:30,17:45
1897,74,thu,16:30,17:45
1898,63,mon,13:30,14:45
1899,63,fri,12:00,13:15
